Time (sec),Vtach (V)
0.679500,0.003037
0.680000,-0.000177
0.680500,-0.008987
0.681000,0.003534
0.681500,0.008338
0.682000,-0.014282
0.682500,-0.000770
0.683000,-0.007352
0.683500,0.004040
0.684000,-0.009306
0.684500,-0.012759
0.685000,-0.017524
0.685500,0.016976
0.686000,0.010950
0.686500,-0.024675
0.687000,0.000717
0.687500,0.018001
0.688000,-0.002028
0.688500,0.001591
0.689000,-0.002136
0.689500,0.011222
0.690000,0.012186
0.690500,-0.005232
0.691000,-0.004228
0.691500,-0.002163
0.692000,-0.002157
0.692500,0.020567
0.693000,-0.003360
0.693500,-0.002703
0.694000,-0.013452
0.694500,-0.001245
0.695000,-0.016783
0.695500,0.004510
0.696000,0.002972
0.696500,0.003878
0.697000,-0.000883
0.697500,0.009600
0.698000,-0.002237
0.698500,0.021368
0.699000,0.001632
0.699500,-0.008051
0.700000,0.020261
0.700500,-0.000061
0.701000,0.002253
0.701500,0.008301
0.702000,-0.023844
0.702500,-0.013418
0.703000,-0.008410
0.703500,-0.006356
0.704000,-0.019093
0.704500,0.000861
0.705000,0.004643
0.705500,0.011392
0.706000,-0.010159
0.706500,0.003131
0.707000,0.007270
0.707500,0.008515
0.708000,0.006543
0.708500,-0.011218
0.709000,-0.004179
0.709500,-0.002593
0.710000,-0.005480
0.710500,0.017291
0.711000,-0.019366
0.711500,-0.006235
0.712000,0.024417
0.712500,-0.011932
0.713000,0.006797
0.713500,0.012667
0.714000,-0.007023
0.714500,-0.008665
0.715000,0.005312
0.715500,-0.021412
0.716000,0.001387
0.716500,-0.004161
0.717000,-0.004782
0.717500,0.008772
0.718000,0.008375
0.718500,-0.014993
0.719000,-0.004080
0.719500,-0.010393
0.720000,-0.000243
0.720500,0.003059
0.721000,0.007046
0.721500,0.017409
0.722000,-0.001880
0.722500,-0.001333
0.723000,-0.005801
0.723500,0.002415
0.724000,0.012644
0.724500,0.000842
0.725000,-0.006168
0.725500,-0.001339
0.726000,-0.004331
0.726500,0.026887
0.727000,-0.006029
0.727500,-0.001480
0.728000,0.003068
0.728500,0.001969
0.729000,-0.000136
0.729500,-0.020267
0.730000,-0.005149
0.730500,-0.024144
0.731000,0.009895
0.731500,-0.001157
0.732000,0.019806
0.732500,0.008934
0.733000,0.019594
0.733500,0.001410
0.734000,0.008329
0.734500,-0.003597
0.735000,0.018537
0.735500,0.001896
0.736000,-0.006503
0.736500,-0.012314
0.737000,0.014798
0.737500,0.000530
0.738000,-0.004782
0.738500,-0.015472
0.739000,-0.000727
0.739500,-0.014065
0.740000,-0.008589
0.740500,0.005631
0.741000,0.006581
0.741500,0.007128
0.742000,-0.005654
0.742500,-0.009770
0.743000,-0.012111
0.743500,-0.004449
0.744000,0.012575
0.744500,-0.005913
0.745000,-0.003776
0.745500,0.002900
0.746000,0.012002
0.746500,0.011738
0.747000,0.016760
0.747500,-0.005437
0.748000,-0.011734
0.748500,0.001472
0.749000,0.017676
0.749500,0.014914
0.750000,-0.012779
0.750500,-0.005145
0.751000,0.006311
0.751500,-0.004437
0.752000,0.011734
0.752500,0.019466
0.753000,-0.000485
0.753500,-0.012951
0.754000,-0.007801
0.754500,-0.009497
0.755000,0.000541
0.755500,-0.023152
0.756000,-0.003822
0.756500,0.002898
0.757000,-0.012171
0.757500,0.018701
0.758000,-0.005083
0.758500,-0.005573
0.759000,0.030667
0.759500,-0.005147
0.760000,0.009494
0.760500,0.010612
0.761000,0.003330
0.761500,-0.018603
0.762000,-0.006754
0.762500,0.007374
0.763000,-0.004450
0.763500,-0.006146
0.764000,0.005522
0.764500,-0.001515
0.765000,0.010015
0.765500,0.011162
0.766000,-0.001827
0.766500,-0.009378
0.767000,-0.008091
0.767500,0.007364
0.768000,-0.001678
0.768500,-0.011105
0.769000,0.012694
0.769500,-0.006857
0.770000,-0.021188
0.770500,-0.001418
0.771000,0.005691
0.771500,0.001302
0.772000,0.010091
0.772500,0.008159
0.773000,0.011064
0.773500,0.003566
0.774000,0.001818
0.774500,-0.005602
0.775000,0.011554
0.775500,0.008396
0.776000,-0.001633
0.776500,0.018073
0.777000,-0.013338
0.777500,0.007696
0.778000,0.008468
0.778500,-0.008389
0.779000,-0.007030
0.779500,0.007506
0.780000,0.003244
0.780500,0.016929
0.781000,-0.001407
0.781500,0.001862
0.782000,-0.006539
0.782500,-0.010889
0.783000,0.003427
0.783500,0.001279
0.784000,-0.006369
0.784500,-0.001586
0.785000,0.003599
0.785500,-0.006333
0.786000,-0.009160
0.786500,0.004958
0.787000,-0.003362
0.787500,0.002829
0.788000,0.003137
0.788500,-0.015463
0.789000,0.013613
0.789500,0.006711
0.790000,0.014673
0.790500,0.005702
0.791000,-0.009335
0.791500,0.001273
0.792000,-0.004915
0.792500,-0.019979
0.793000,0.001620
0.793500,-0.007704
0.794000,0.018254
0.794500,0.005645
0.795000,0.010687
0.795500,0.002197
0.796000,0.001054
0.796500,0.001950
0.797000,0.020006
0.797500,0.011774
0.798000,-0.001829
0.798500,0.014556
0.799000,0.017934
0.799500,-0.002125
0.800000,0.008613
0.800500,-0.006567
0.801000,0.007190
0.801500,0.010125
0.802000,-0.009968
0.802500,-0.007527
0.803000,0.000694
0.803500,0.012502
0.804000,0.007996
0.804500,-0.003478
0.805000,-0.006726
0.805500,0.010731
0.806000,-0.003547
0.806500,0.003786
0.807000,-0.007105
0.807500,0.000410
0.808000,0.000274
0.808500,-0.000662
0.809000,-0.017249
0.809500,-0.013811
0.810000,0.001763
0.810500,-0.015547
0.811000,-0.003936
0.811500,0.010567
0.812000,0.005162
0.812500,-0.014669
0.813000,-0.004604
0.813500,0.017455
0.814000,0.008853
0.814500,0.005206
0.815000,-0.002945
0.815500,-0.014492
0.816000,-0.006812
0.816500,-0.008972
0.817000,-0.001488
0.817500,0.003016
0.818000,0.004705
0.818500,-0.000284
0.819000,0.001578
0.819500,0.011048
0.820000,-0.003635
0.820500,0.005921
0.821000,0.007470
0.821500,0.006023
0.822000,0.030451
0.822500,0.005254
0.823000,-0.008511
0.823500,0.012911
0.824000,-0.002972
0.824500,0.001114
0.825000,-0.003731
0.825500,-0.011422
0.826000,-0.000323
0.826500,0.006937
0.827000,0.011895
0.827500,-0.008657
0.828000,0.010245
0.828500,-0.007965
0.829000,0.016850
0.829500,0.001513
0.830000,0.005139
0.830500,-0.003882
0.831000,0.003878
0.831500,0.005548
0.832000,0.006211
0.832500,-0.009823
0.833000,0.002995
0.833500,0.011588
0.834000,0.010043
0.834500,-0.004616
0.835000,0.004611
0.835500,0.003575
0.836000,-0.006470
0.836500,0.006591
0.837000,0.007103
0.837500,0.003952
0.838000,-0.014581
0.838500,0.012758
0.839000,0.003011
0.839500,0.002822
0.840000,0.004855
0.840500,-0.009489
0.841000,-0.000486
0.841500,-0.001990
0.842000,-0.012935
0.842500,0.016085
0.843000,-0.017513
0.843500,0.008296
0.844000,0.003802
0.844500,-0.006592
0.845000,-0.005401
0.845500,-0.025310
0.846000,-0.000354
0.846500,0.004428
0.847000,0.001759
0.847500,-0.002339
0.848000,0.004826
0.848500,0.011121
0.849000,0.010642
0.849500,-0.000741
0.850000,0.010281
0.850500,0.001427
0.851000,0.016868
0.851500,-0.008647
0.852000,-0.010417
0.852500,0.008494
0.853000,-0.015314
0.853500,0.007991
0.854000,-0.014060
0.854500,0.006776
0.855000,0.000114
0.855500,0.006925
0.856000,-0.002431
0.856500,0.003239
0.857000,-0.005440
0.857500,0.010579
0.858000,-0.003183
0.858500,0.012103
0.859000,0.012790
0.859500,0.011050
0.860000,0.010310
0.860500,-0.002067
0.861000,0.008834
0.861500,-0.004609
0.862000,0.005695
0.862500,0.000976
0.863000,-0.004864
0.863500,-0.001670
0.864000,0.006821
0.864500,0.004822
0.865000,-0.008907
0.865500,-0.006895
0.866000,-0.004827
0.866500,-0.014146
0.867000,0.015131
0.867500,-0.015736
0.868000,-0.006266
0.868500,-0.009003
0.869000,-0.002378
0.869500,0.007050
0.870000,-0.003127
0.870500,-0.024724
0.871000,0.000942
0.871500,-0.010793
0.872000,-0.004678
0.872500,0.011192
0.873000,-0.017225
0.873500,-0.004947
0.874000,0.003509
0.874500,0.003624
0.875000,-0.004700
0.875500,-0.001799
0.876000,0.000825
0.876500,-0.000921
0.877000,-0.014863
0.877500,0.011808
0.878000,-0.001854
0.878500,-0.001863
0.879000,0.009700
0.879500,-0.002358
0.880000,0.000924
0.880500,-0.006172
0.881000,-0.005352
0.881500,-0.005713
0.882000,-0.008208
0.882500,0.011033
0.883000,0.005938
0.883500,-0.001856
0.884000,0.015708
0.884500,0.003413
0.885000,-0.011519
0.885500,-0.002175
0.886000,-0.010262
0.886500,-0.003886
0.887000,0.005242
0.887500,0.018187
0.888000,0.008891
0.888500,0.006060
0.889000,-0.002081
0.889500,0.011791
0.890000,-0.006265
0.890500,0.013908
0.891000,-0.005026
0.891500,-0.006494
0.892000,0.028667
0.892500,-0.033070
0.893000,0.009929
0.893500,0.000946
0.894000,-0.006956
0.894500,-0.000217
0.895000,-0.011051
0.895500,0.010907
0.896000,0.005411
0.896500,-0.010808
0.897000,-0.017599
0.897500,-0.010279
0.898000,-0.002679
0.898500,-0.009725
0.899000,-0.002006
0.899500,-0.022741
0.900000,0.001303
0.900500,0.009490
0.901000,0.002588
0.901500,-0.000648
0.902000,-0.013455
0.902500,0.011181
0.903000,0.004649
0.903500,-0.000920
0.904000,-0.005803
0.904500,0.007467
0.905000,-0.002614
0.905500,-0.007320
0.906000,0.009412
0.906500,0.019310
0.907000,0.010640
0.907500,0.004678
0.908000,-0.017380
0.908500,-0.001723
0.909000,0.003054
0.909500,-0.022062
0.910000,-0.001088
0.910500,-0.008692
0.911000,-0.000304
0.911500,0.018572
0.912000,0.003732
0.912500,-0.002045
0.913000,0.000697
0.913500,0.017371
0.914000,-0.000385
0.914500,-0.005053
0.915000,0.000081
0.915500,-0.008686
0.916000,0.015242
0.916500,-0.008708
0.917000,0.001875
0.917500,0.006641
0.918000,-0.005942
0.918500,-0.007785
0.919000,-0.022831
0.919500,-0.006497
0.920000,0.011370
0.920500,0.008723
0.921000,0.004389
0.921500,0.015289
0.922000,0.016560
0.922500,-0.015241
0.923000,0.005376
0.923500,-0.001320
0.924000,-0.012000
0.924500,-0.016103
0.925000,0.012526
0.925500,0.013641
0.926000,-0.004970
0.926500,-0.009628
0.927000,-0.001076
0.927500,0.012724
0.928000,0.001441
0.928500,0.005675
0.929000,-0.006244
0.929500,0.007534
0.930000,0.012400
0.930500,0.011467
0.931000,-0.005986
0.931500,0.003127
0.932000,-0.010831
0.932500,0.009490
0.933000,0.008694
0.933500,0.002986
0.934000,-0.000759
0.934500,0.000969
0.935000,-0.009271
0.935500,-0.001889
0.936000,0.006676
0.936500,0.002380
0.937000,-0.008823
0.937500,0.002334
0.938000,0.007220
0.938500,-0.002500
0.939000,0.001624
0.939500,-0.002343
0.940000,-0.015260
0.940500,-0.009795
0.941000,0.018265
0.941500,0.012361
0.942000,0.000006
0.942500,-0.011794
0.943000,0.018046
0.943500,-0.018572
0.944000,0.005930
0.944500,-0.006051
0.945000,0.000304
0.945500,0.019151
0.946000,0.001585
0.946500,0.010429
0.947000,0.002310
0.947500,-0.007130
0.948000,-0.009841
0.948500,0.002532
0.949000,0.005462
0.949500,0.003545
0.950000,0.006998
0.950500,-0.002908
0.951000,-0.005108
0.951500,0.020578
0.952000,0.000053
0.952500,-0.000184
0.953000,0.003431
0.953500,-0.013145
0.954000,-0.022163
0.954500,-0.003503
0.955000,0.015837
0.955500,0.008593
0.956000,-0.007617
0.956500,0.009804
0.957000,-0.000088
0.957500,-0.016866
0.958000,0.018710
0.958500,0.016370
0.959000,0.000972
0.959500,0.002658
0.960000,0.017569
0.960500,0.013578
0.961000,0.003131
0.961500,-0.002425
0.962000,0.007607
0.962500,-0.001773
0.963000,-0.005694
0.963500,0.026738
0.964000,-0.007468
0.964500,-0.008790
0.965000,0.010170
0.965500,0.002219
0.966000,0.002461
0.966500,0.004252
0.967000,0.000416
0.967500,0.000860
0.968000,-0.013692
0.968500,0.007345
0.969000,0.003707
0.969500,-0.004817
0.970000,0.005688
0.970500,0.008720
0.971000,0.007053
0.971500,-0.004506
0.972000,-0.003705
0.972500,-0.005662
0.973000,0.013727
0.973500,-0.003876
0.974000,0.012377
0.974500,-0.006133
0.975000,-0.001812
0.975500,0.008625
0.976000,0.010641
0.976500,0.008291
0.977000,0.000224
0.977500,-0.004892
0.978000,0.008794
0.978500,-0.006839
0.979000,0.009889
0.979500,0.000588
0.980000,-0.017899
0.980500,-0.019224
0.981000,0.007344
0.981500,-0.011244
0.982000,-0.013154
0.982500,0.010548
0.983000,0.005792
0.983500,0.005491
0.984000,0.016734
0.984500,0.008267
0.985000,0.003127
0.985500,-0.001693
0.986000,0.005881
0.986500,-0.001010
0.987000,-0.021620
0.987500,0.012972
0.988000,0.009476
0.988500,0.013122
0.989000,0.001330
0.989500,-0.009037
0.990000,0.020185
0.990500,0.006866
0.991000,0.003211
0.991500,-0.010125
0.992000,0.000513
0.992500,0.004957
0.993000,0.001680
0.993500,0.003116
0.994000,0.000458
0.994500,0.005023
0.995000,0.002102
0.995500,-0.018423
0.996000,0.000111
0.996500,0.013281
0.997000,0.024339
0.997500,0.015424
0.998000,0.007989
0.998500,-0.011751
0.999000,0.011696
0.999500,-0.011611
1.000000,0.001282
